# Created At: Thu Sep 25 2025 10:19:14 GMT+0100 (British Summer Time)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?diseases=PATO%3A0000461&genes=COL1A1%2CCOL1A2%2CCOL3A1%2CFN1%2CCOL6A2%2CPOSTN%2CITGB2%2CITGAM%2CITGAX%2CCOL5A1&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: normal
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
abdomen,B cell,6223,,ITGB2,,,
abdomen,B cell,6223,,ITGAM,,,
abdomen,B cell,6223,,ITGAX,,,
abdomen,B cell,6223,,COL5A1,,,
abdomen,T cell,87662,,COL1A1,,,
abdomen,T cell,87662,,COL1A2,,,
abdomen,T cell,87662,,COL3A1,,,
abdomen,T cell,87662,,FN1,,,
abdomen,T cell,87662,,COL6A2,,,
abdomen,T cell,87662,,POSTN,,,
abdomen,T cell,87662,,ITGB2,,,
abdomen,T cell,87662,,ITGAM,,,
abdomen,T cell,87662,,ITGAX,,,
abdomen,T cell,87662,,COL5A1,,,
abdomen,fibroblast,31004,,COL1A1,,,
abdomen,fibroblast,31004,,COL1A2,,,
abdomen,fibroblast,31004,,COL3A1,,,
abdomen,fibroblast,31004,,FN1,,,
abdomen,fibroblast,31004,,COL6A2,,,
abdomen,fibroblast,31004,,POSTN,,,
abdomen,fibroblast,31004,,ITGB2,,,
abdomen,fibroblast,31004,,ITGAM,,,
abdomen,fibroblast,31004,,ITGAX,,,
abdomen,fibroblast,31004,,COL5A1,,,
adipose tissue,aggregated,448895,19.84%,COL1A1,2.2591941171682928,0.17168690865060202,89077
adipose tissue,aggregated,448895,35.78%,COL1A2,2.465965300303198,0.21236458980841907,160621
adipose tissue,aggregated,448895,35.40%,COL3A1,2.3112883343402686,0.18193529976661718,158898
adipose tissue,aggregated,448895,16.16%,FN1,2.153599213075895,0.1509134344389737,72561
adipose tissue,aggregated,448895,27.30%,COL6A2,2.1471496131749035,0.1496446175545781,122536
adipose tissue,aggregated,448895,3.67%,POSTN,2.2165340797020088,0.16329448483252165,16477
adipose tissue,aggregated,448895,5.30%,ITGB2,1.929546007309634,0.10683589554613653,23770
adipose tissue,aggregated,448895,3.98%,ITGAM,1.885110294117647,0.09809414659524647,17850
adipose tissue,aggregated,448895,2.72%,ITGAX,2.0598117935539357,0.13246282304289922,12209
adipose tissue,aggregated,448895,10.03%,COL5A1,1.9006274843996358,0.10114681239318843,45031
adipose tissue,cell,448895,19.84%,COL1A1,2.2591941171682928,0.17168690865060202,89077
adipose tissue,cell,448895,35.78%,COL1A2,2.465965300303198,0.21236458980841907,160621
adipose tissue,cell,448895,35.40%,COL3A1,2.3112883343402686,0.18193529976661718,158898
adipose tissue,cell,448895,16.16%,FN1,2.153599213075895,0.1509134344389737,72561
adipose tissue,cell,448895,27.30%,COL6A2,2.1471496131749035,0.1496446175545781,122536
adipose tissue,cell,448895,3.67%,POSTN,2.2165340797020088,0.16329448483252165,16477
adipose tissue,cell,448895,5.30%,ITGB2,1.929546007309634,0.10683589554613653,23770
adipose tissue,cell,448895,3.98%,ITGAM,1.885110294117647,0.09809414659524647,17850
adipose tissue,cell,448895,2.72%,ITGAX,2.0598117935539357,0.13246282304289922,12209
adipose tissue,cell,448895,10.03%,COL5A1,1.9006274843996358,0.10114681239318843,45031
adipose tissue,blood cell,3586,0.01%,COL1A1,2.0867322285970054,0.13775882636748846,36
adipose tissue,blood cell,3586,0.01%,COL1A2,1.9241457293110509,0.10577350966015639,62
adipose tissue,blood cell,3586,0.01%,COL3A1,2.099276455965909,0.140226627119736,44
adipose tissue,blood cell,3586,0.01%,FN1,1.9876251220703125,0.11826168359041031,39
adipose tissue,blood cell,3586,0.02%,COL6A2,1.7799647938121448,0.07740908269146327,110
adipose tissue,blood cell,3586,0.00%,POSTN,1.6332468032836913,0.048545545962855347,5
adipose tissue,blood cell,3586,0.26%,ITGB2,1.7802776395761617,0.07747062821268781,1162
adipose tissue,blood cell,3586,0.28%,ITGAM,1.9497945824693919,0.11081935722469806,1266
adipose tissue,blood cell,3586,0.42%,ITGAX,2.234337045365021,0.16679682664787557,1904
adipose tissue,blood cell,3586,0.00%,COL5A1,1.8384182453155518,0.0889085132541746,8
adipose tissue,mononuclear phagocyte,61597,1.16%,COL1A1,1.9696990960917935,0.11473513236540141,5191
adipose tissue,mononuclear phagocyte,61597,2.13%,COL1A2,2.010694246788176,0.12280002634028434,9574
adipose tissue,mononuclear phagocyte,61597,2.06%,COL3A1,2.004123428524981,0.12150736241002179,9227
adipose tissue,mononuclear phagocyte,61597,1.59%,FN1,2.3994865977759128,0.19928636766841246,7149
adipose tissue,mononuclear phagocyte,61597,1.09%,COL6A2,1.888171621181549,0.09869639534353532,4894
adipose tissue,mononuclear phagocyte,61597,0.17%,POSTN,1.8536118261072019,0.0918975160045484,755
adipose tissue,mononuclear phagocyte,61597,2.78%,ITGB2,1.9542317969062875,0.1116922815430502,12485
adipose tissue,mononuclear phagocyte,61597,2.54%,ITGAM,1.8776834923956873,0.09663308675176191,11408
adipose tissue,mononuclear phagocyte,61597,1.53%,ITGAX,2.047952208227041,0.13012971054976905,6860
adipose tissue,mononuclear phagocyte,61597,0.24%,COL5A1,1.839784373718662,0.08917726896161815,1067
adipose tissue,professional antigen presenting cell,57968,1.06%,COL1A1,1.951750684904572,0.11120417734307197,4768
adipose tissue,professional antigen presenting cell,57968,1.97%,COL1A2,1.9946253679800725,0.11963882796239829,8832
adipose tissue,professional antigen presenting cell,57968,1.92%,COL3A1,1.9898748388988647,0.11870426588093924,8632
adipose tissue,professional antigen presenting cell,57968,1.52%,FN1,2.410882426584093,0.20152824626948318,6802
adipose tissue,professional antigen presenting cell,57968,1.03%,COL6A2,1.8845427965643906,0.09798250393702294,4628
adipose tissue,professional antigen presenting cell,57968,0.16%,POSTN,1.8510301378038194,0.09138962562997266,720
adipose tissue,professional antigen presenting cell,57968,2.47%,ITGB2,1.9533320456745924,0.11151527528342858,11103
adipose tissue,professional antigen presenting cell,57968,2.39%,ITGAM,1.8762630268979972,0.09635364141641738,10735
adipose tissue,professional antigen presenting cell,57968,1.19%,ITGAX,2.021459045239317,0.12491776360175744,5359
adipose tissue,professional antigen presenting cell,57968,0.22%,COL5A1,1.8362746524907807,0.08848680852658047,983
adipose tissue,secretory cell,2726,0.11%,COL1A1,2.1381466546373997,0.14787348353428917,499
adipose tissue,secretory cell,2726,0.17%,COL1A2,2.170820829884106,0.1543014086572643,755
adipose tissue,secretory cell,2726,0.17%,COL3A1,2.190161067534258,0.15810617491492998,748
adipose tissue,secretory cell,2726,0.07%,FN1,2.015011123610847,0.12364927688055725,329
adipose tissue,secretory cell,2726,0.09%,COL6A2,1.960084222442475,0.11284361750946281,402
adipose tissue,secretory cell,2726,0.02%,POSTN,1.9029067772022192,0.10159521310591398,69
adipose tissue,secretory cell,2726,0.02%,ITGB2,1.9538192749023438,0.11161112691457348,80
adipose tissue,secretory cell,2726,0.09%,ITGAM,1.9314803350539433,0.10721643197314144,420
adipose tissue,secretory cell,2726,0.08%,ITGAX,1.9255612156972164,0.1060519754648527,357
adipose tissue,secretory cell,2726,0.03%,COL5A1,1.8809217012845554,0.09727013310757758,130
adipose tissue,contractile cell,16234,0.59%,COL1A1,2.1415608415466263,0.1485451496939595,2638
adipose tissue,contractile cell,16234,1.26%,COL1A2,2.203211936402731,0.16067364623571773,5639
adipose tissue,contractile cell,16234,1.25%,COL3A1,2.2423167560426327,0.1683666591639653,5606
adipose tissue,contractile cell,16234,0.70%,FN1,2.0707435021033653,0.13461339619406099,3120
adipose tissue,contractile cell,16234,1.36%,COL6A2,2.065236675801702,0.13353004927359383,6112
adipose tissue,contractile cell,16234,0.54%,POSTN,2.444433877046208,0.2081287559903652,2413
adipose tissue,contractile cell,16234,0.04%,ITGB2,1.9410376915564904,0.10909663159587393,195
adipose tissue,contractile cell,16234,0.03%,ITGAM,1.9384161587419182,0.10858090269033127,145
adipose tissue,contractile cell,16234,0.02%,ITGAX,1.995008544921875,0.11971420959551253,75
adipose tissue,contractile cell,16234,0.32%,COL5A1,1.9052078986955376,0.10204790813329376,1423
adipose tissue,myeloid leukocyte,65250,1.22%,COL1A1,1.9839445415296053,0.11753761034460956,5472
adipose tissue,myeloid leukocyte,65250,2.18%,COL1A2,2.019651045399857,0.12456207941072123,9766
adipose tissue,myeloid leukocyte,65250,2.13%,COL3A1,2.017838227878772,0.12420544744681802,9544
adipose tissue,myeloid leukocyte,65250,1.61%,FN1,2.3898995535714285,0.19740032764347595,7245
adipose tissue,myeloid leukocyte,65250,1.16%,COL6A2,1.8921601861829502,0.09948105775608423,5220
adipose tissue,myeloid leukocyte,65250,0.18%,POSTN,1.8512597042059749,0.09143478776896054,795
adipose tissue,myeloid leukocyte,65250,2.92%,ITGB2,1.9360436166609418,0.10811415723363728,13101
adipose tissue,myeloid leukocyte,65250,2.83%,ITGAM,1.8839241272078537,0.09786079435232274,12682
adipose tissue,myeloid leukocyte,65250,1.85%,ITGAX,2.0807430386270616,0.13658058500765632,8307
adipose tissue,myeloid leukocyte,65250,0.25%,COL5A1,1.8422657019620183,0.08966541570238172,1142
adipose tissue,mature B cell,140,0.00%,COL1A1,1.6158688068389893,0.04512680749155656,1
adipose tissue,mature B cell,140,,COL1A2,,,
adipose tissue,mature B cell,140,,COL3A1,,,
adipose tissue,mature B cell,140,,FN1,,,
adipose tissue,mature B cell,140,,COL6A2,,,
adipose tissue,mature B cell,140,0.00%,POSTN,1.5399476289749146,0.030190986070706877,1
adipose tissue,mature B cell,140,0.00%,ITGB2,1.6639504962497287,0.05458582204922428,9
adipose tissue,mature B cell,140,0.00%,ITGAM,1.6487962934705946,0.051604566056466655,9
adipose tissue,mature B cell,140,,ITGAX,,,
adipose tissue,mature B cell,140,,COL5A1,,,
adipose tissue,memory B cell,125,0.00%,COL1A1,1.6158688068389893,0.04512680749155656,1
adipose tissue,memory B cell,125,,COL1A2,,,
adipose tissue,memory B cell,125,,COL3A1,,,
adipose tissue,memory B cell,125,,FN1,,,
adipose tissue,memory B cell,125,,COL6A2,,,
adipose tissue,memory B cell,125,0.00%,POSTN,1.5399476289749146,0.030190986070706877,1
adipose tissue,memory B cell,125,0.00%,ITGB2,1.674518346786499,0.05666481414154955,8
adipose tissue,memory B cell,125,0.00%,ITGAM,1.6487962934705946,0.051604566056466655,9
adipose tissue,memory B cell,125,,ITGAX,,,
adipose tissue,memory B cell,125,,COL5A1,,,
adipose tissue,alpha-beta T cell,20182,0.12%,COL1A1,2.207980198748878,0.1616116969469082,557
adipose tissue,alpha-beta T cell,20182,0.21%,COL1A2,2.3015167590061907,0.18001295730175892,949
adipose tissue,alpha-beta T cell,20182,0.18%,COL3A1,2.3080043885766006,0.18128925568693083,820
adipose tissue,alpha-beta T cell,20182,0.08%,FN1,2.077106344288793,0.13586514540665542,348
adipose tissue,alpha-beta T cell,20182,0.17%,COL6A2,1.8620322680381274,0.09355405269830339,777
adipose tissue,alpha-beta T cell,20182,0.01%,POSTN,1.9307388604856004,0.10707056316482685,51
adipose tissue,alpha-beta T cell,20182,0.61%,ITGB2,1.919302734375,0.10482075695607639,2750
adipose tissue,alpha-beta T cell,20182,0.16%,ITGAM,2.027647225637622,0.1261351519504282,718
adipose tissue,alpha-beta T cell,20182,0.13%,ITGAX,2.0851274732871565,0.13744312606611836,582
adipose tissue,alpha-beta T cell,20182,0.03%,COL5A1,1.9270795283426765,0.10635067007380898,131
adipose tissue,mature alpha-beta T cell,17631,0.01%,COL1A1,1.6269144694010416,0.047299798587626514,45
adipose tissue,mature alpha-beta T cell,17631,0.01%,COL1A2,1.5764447166806175,0.037370985112995324,63
adipose tissue,mature alpha-beta T cell,17631,0.01%,COL3A1,1.5276178783840604,0.027765378905887664,36
adipose tissue,mature alpha-beta T cell,17631,0.01%,FN1,1.6357856750488282,0.04904501312552783,40
adipose tissue,mature alpha-beta T cell,17631,0.09%,COL6A2,1.6323479202193052,0.048368710496051424,394
adipose tissue,mature alpha-beta T cell,17631,0.00%,POSTN,1.495821816580636,0.021510203283711705,7
adipose tissue,mature alpha-beta T cell,17631,0.40%,ITGB2,1.7967076736970573,0.08070287595267293,1818
adipose tissue,mature alpha-beta T cell,17631,0.03%,ITGAM,1.7227047069652661,0.06614442036998987,148
adipose tissue,mature alpha-beta T cell,17631,0.02%,ITGAX,1.6964728776798692,0.06098388507837005,86
adipose tissue,mature alpha-beta T cell,17631,0.01%,COL5A1,1.6464132581438338,0.05113575628452397,28
adipose tissue,memory T cell,140,,COL1A1,,,
adipose tissue,memory T cell,140,0.00%,COL1A2,1.588974952697754,0.03983603337460305,3
adipose tissue,memory T cell,140,,COL3A1,,,
adipose tissue,memory T cell,140,0.00%,FN1,1.7088923454284668,0.06342714212012927,1
adipose tissue,memory T cell,140,0.00%,COL6A2,1.700388060675727,0.06175411119578844,9
adipose tissue,memory T cell,140,,POSTN,,,
adipose tissue,memory T cell,140,0.02%,ITGB2,1.9961881532773866,0.11994627158717454,91
adipose tissue,memory T cell,140,0.00%,ITGAM,1.7268567615085177,0.06696124575300304,18
adipose tissue,memory T cell,140,0.00%,ITGAX,1.5898953676223755,0.04001710476119093,2
adipose tissue,memory T cell,140,0.00%,COL5A1,1.6302380561828613,0.04795364116550156,1
adipose tissue,mononuclear cell,112156,1.75%,COL1A1,2.0341124711752543,0.12740704676961695,7860
adipose tissue,mononuclear cell,112156,3.15%,COL1A2,2.0776225506457893,0.13596669765046024,14130
adipose tissue,mononuclear cell,112156,3.01%,COL3A1,2.0709919672260044,0.13466227624051774,13513
adipose tissue,mononuclear cell,112156,2.05%,FN1,2.3288236079731055,0.18538497906446322,9184
adipose tissue,mononuclear cell,112156,1.66%,COL6A2,1.905239429162202,0.1020541110589156,7466
adipose tissue,mononuclear cell,112156,0.25%,POSTN,1.8874207629003559,0.09854868049616633,1124
adipose tissue,mononuclear cell,112156,4.07%,ITGB2,1.9598424576874622,0.11279605561292333,18257
adipose tissue,mononuclear cell,112156,2.95%,ITGAM,1.8896045014177694,0.09897828300555195,13225
adipose tissue,mononuclear cell,112156,1.77%,ITGAX,2.045337715883352,0.129615366701977,7947
adipose tissue,mononuclear cell,112156,0.39%,COL5A1,1.867565050037629,0.09464250583127502,1744
adipose tissue,naive T cell,28,0.00%,COL1A1,1.5846270322799683,0.03898067568997417,1
adipose tissue,naive T cell,28,,COL1A2,,,
adipose tissue,naive T cell,28,,COL3A1,,,
adipose tissue,naive T cell,28,,FN1,,,
adipose tissue,naive T cell,28,,COL6A2,,,
adipose tissue,naive T cell,28,,POSTN,,,
adipose tissue,naive T cell,28,0.00%,ITGB2,1.9237319401332311,0.10569210574309834,7
adipose tissue,naive T cell,28,,ITGAM,,,
adipose tissue,naive T cell,28,,ITGAX,,,
adipose tissue,naive T cell,28,,COL5A1,,,
adipose tissue,lymphocyte of B lineage,16322,0.03%,COL1A1,2.2909786401205503,0.17793981425767444,151
adipose tissue,lymphocyte of B lineage,16322,0.05%,COL1A2,2.27496734867251,0.17478994492591496,246
adipose tissue,lymphocyte of B lineage,16322,0.05%,COL3A1,2.3108896108774037,0.18185685969751927,234
adipose tissue,lymphocyte of B lineage,16322,0.03%,FN1,1.896786835234044,0.10039124916707365,118
adipose tissue,lymphocyte of B lineage,16322,0.03%,COL6A2,1.7921558618545532,0.07980740711599779,128
adipose tissue,lymphocyte of B lineage,16322,0.00%,POSTN,2.01519775390625,0.12368599228516869,16
adipose tissue,lymphocyte of B lineage,16322,0.07%,ITGB2,1.6574760668205493,0.0533121205014263,330
adipose tissue,lymphocyte of B lineage,16322,0.03%,ITGAM,1.71626594418385,0.06487773545044581,122
adipose tissue,lymphocyte of B lineage,16322,0.01%,ITGAX,1.876663656795726,0.09643245653463174,51
adipose tissue,lymphocyte of B lineage,16322,0.01%,COL5A1,1.8215731382369995,0.08559460904169267,32
adipose tissue,connective tissue cell,188588,11.91%,COL1A1,2.4525546826791826,0.20972634583472574,53479
adipose tissue,connective tissue cell,188588,21.09%,COL1A2,2.7218096379337666,0.2626963344663734,94665
adipose tissue,connective tissue cell,188588,20.75%,COL3A1,2.467926104030665,0.21275033480261835,93136
adipose tissue,connective tissue cell,188588,8.02%,FN1,2.163101281855533,0.15278275741859593,36022
adipose tissue,connective tissue cell,188588,17.74%,COL6A2,2.273033080386296,0.17440942019598218,79628
adipose tissue,connective tissue cell,188588,1.44%,POSTN,2.379669667251201,0.1953878225752846,6451
adipose tissue,connective tissue cell,188588,0.45%,ITGB2,1.8359935421960214,0.0884315062607278,2017
adipose tissue,connective tissue cell,188588,0.28%,ITGAM,1.8404383723443676,0.08930592880275637,1265
adipose tissue,connective tissue cell,188588,0.17%,ITGAX,1.830300000249123,0.0873114271449475,784
adipose tissue,connective tissue cell,188588,6.36%,COL5A1,1.924896013798474,0.10592111162622506,28572
adipose tissue,progenitor cell,22033,1.18%,COL1A1,2.01355642115203,0.12336309617635027,5295
adipose tissue,progenitor cell,22033,2.79%,COL1A2,2.276002225363651,0.1749935341468192,12512
adipose tissue,progenitor cell,22033,2.33%,COL3A1,2.214704267781926,0.1629345095945054,10446
adipose tissue,progenitor cell,22033,0.63%,FN1,1.9896239800115618,0.11865491491394954,2811
adipose tissue,progenitor cell,22033,1.30%,COL6A2,1.9109018156618527,0.10316806102589357,5851
adipose tissue,progenitor cell,22033,0.15%,POSTN,2.037233058576542,0.12802095368551372,681
adipose tissue,progenitor cell,22033,0.32%,ITGB2,1.9535995031830695,0.11156789166395198,1453
adipose tissue,progenitor cell,22033,0.19%,ITGAM,1.8790308026035436,0.0968981403933039,836
adipose tissue,progenitor cell,22033,0.35%,ITGAX,2.127992607169581,0.14587589809179655,1587
adipose tissue,progenitor cell,22033,1.27%,COL5A1,1.9379704183441275,0.10849321307369521,5713
adipose tissue,precursor cell,51326,3.77%,COL1A1,2.093688340600059,0.13912728836431165,16915
adipose tissue,precursor cell,51326,7.75%,COL1A2,2.371818835370237,0.19384334412700333,34775
adipose tissue,precursor cell,51326,6.12%,COL3A1,2.2567710989000984,0.17121023311458755,27457
adipose tissue,precursor cell,51326,2.00%,FN1,1.9862613310404367,0.11799338770972666,8977
adipose tissue,precursor cell,51326,4.80%,COL6A2,2.041323011851199,0.12882556201020626,21559
adipose tissue,precursor cell,51326,0.33%,POSTN,2.0224516872462788,0.1251130440777448,1478
adipose tissue,precursor cell,51326,0.41%,ITGB2,1.9059447573675383,0.10219286886555624,1826
